dish_id;ingredient_id
158;4144
159;1693
159;8333
159;9615
159;8748
159;13557
159;1235
160;7387
160;8748
160;3729
160;12938
160;8291
161;8748
161;11864
161;1716
161;10647
162;1805
162;11578
162;8333
162;12231
162;12293
162;8872
163;2007
163;11578
163;1959
163;12186
163;1169
163;11578
164;8771
164;6637
164;13673
164;1875
164;4710
164;4907
164;4196
164;8139
164;7762
164;7210
164;11864
164;8748
165;3779
165;11578
165;11171
165;504
165;4641
165;4085
165;11058
165;1089
166;84
166;4019
166;2462
166;11578
166;3052
166;689
166;3308
166;11058
166;11922
166;2703
167;11578
167;11578
167;5828
167;11058
168;11578
168;12151
168;10388
168;14153
168;11946
168;11058
168;11578
168;6653
168;1017
169;12836
169;1182
169;6074
169;1959
169;8514
170;13705
170;11578
170;9307
170;504
170;3631
170;689
171;5828
171;11578
171;6642
171;14108
171;14153
171;3262
171;1991
171;5828
172;11578
172;11578
172;8748
172;8748
172;5625
172;11578
172;8748
173;3360
173;1182
173;11578
173;7593
173;11578
173;4264
173;4853
173;1182
173;6089
174;4143
174;504
174;14108
174;5828
174;1875
174;8748
174;7455
175;4868
175;7798
175;11058
176;8461
176;4663
176;210
176;9041
176;11578
176;1959
176;9307
176;8062
176;11578
176;19
176;9307
176;11578
176;210
176;12491
176;13384
176;12491
177;10377
177;8333
177;3959
177;11428
177;11864
177;3360
177;2319
177;3959
177;8748
177;4264
177;1875
177;1754
177;11288
177;8748
177;8748
177;3652
178;9505
178;11428
178;10377
178;1182
178;3052
179;4203
179;7584
179;9727
179;5828
179;10087
179;10215
179;12
179;11521
179;1875
179;12678
179;10087
179;8368
179;1959
179;8748
179;8059
180;1058
180;3068
180;11127
180;11742
180;4264
180;7027
180;13880
180;10087
180;310
180;8748
181;8768
181;12726
181;11578
181;6885
181;1959
181;11578
181;8134
182;4226
182;9307
182;11578
182;11578
182;7800
182;10256
182;5828
183;11326
183;806
183;14352
183;11416
183;11578
183;1875
183;13461
184;11578
184;7256
184;5828
184;4226
184;14352
184;7339
184;9307
184;9041
185;11326
185;5828
185;11578
185;14108
185;14153
185;1959
185;10933
185;9615
185;11058
186;217
186;4264
186;7055
187;11578
187;6056
187;1959
187;9580
188;11578
188;2901
188;5828
188;12726
188;4982
188;3052
188;3692
188;1959
188;11180
188;9580
189;14445
189;8838
189;8111
189;1959
189;8036
189;8748
190;11833
190;3285
190;3879
190;1959
190;12660
190;13583
190;9580
191;6470
191;7987
191;8579
191;11931
191;9211
191;1829
191;13514
191;1959
191;109
191;8748
192;5828
192;11578
192;8088
192;5828
193;11556
193;6343
193;135
193;11578
193;8748
193;13485
193;13485
193;13054
193;7903
193;5329
193;10415
194;6563
194;1042
194;9041
194;1182
194;8748
194;6653
194;10598
195;3959
195;8748
195;4019
195;8333
195;9884
196;11768
196;5828
196;11578
196;9307
196;13614
196;11058
196;9041
196;11578
197;13667
197;10377
197;11578
197;3879
197;3879
198;7987
199;1720
199;11578
199;8333
199;14482
199;4264
200;1917
200;13817
200;11578
201;11578
201;7800
201;10244
202;2901
202;11578
202;5828
202;11647
202;12913
202;4143
202;8748
202;8748
202;8748
202;1959
202;4143
202;3842
202;3052
202;13100
202;9244
202;6132
202;2980
202;8748
203;9615
203;8333
203;1875
204;6741
204;14352
204;8748
204;13620
204;8662
204;4482
205;3725
205;10880
205;1490
205;10377
205;3879
205;13890
206;1875
206;7455
206;3692
206;10377
206;7027
206;3879
206;8748
206;11578
206;5838
206;9041
207;13070
207;3285
207;11864
207;7537
207;9041
207;1959
208;8748
208;1959
209;10377
209;7027
209;11578
209;5828
209;11578
209;11615
209;10377
209;3879
210;9041
210;1137
210;3020
210;4754
210;5828
211;14352
211;8748
211;11578
212;2308
212;5828
212;10401
212;14352
212;11578
212;11578
212;9307
212;8768
212;2529
212;1710
213;10018
213;2987
213;11251
213;6074
214;10244
214;11578
215;10299
215;9307
215;11578
215;2901
215;5828
215;1851
215;11578
215;11578
215;10299
216;4264
216;12939
216;5727
216;7537
216;3576
216;4264
217;4688
217;11768
217;12938
217;9307
217;4068
217;37
217;5903
218;11578
218;14352
218;14352
218;14509
218;8748
219;2901
219;9615
219;5828
219;14352
219;11768
220;5828
220;11578
220;3879
220;14352
220;8768
220;11578
220;2308
220;11058
220;14352
220;9276
220;13477
220;3879
221;10018
221;4625
221;1732
222;4730
222;10018
222;10216
222;7792
222;7189
222;2732
223;9691
223;6653
223;8748
223;9307
223;7537
223;3523
223;8748
223;1875
223;4264
223;4482
223;4264
223;8748
223;13352
223;8974
223;4482
224;1021
224;1959
224;1959
224;4088
224;4535
224;12678
224;1875
224;11553
224;8748
224;4482
224;13011
224;4872
224;10421
224;1732
224;4143
225;10873
225;12231
225;7387
225;1765
225;8748
225;8974
225;7674
225;4264
225;1021
225;4264
225;8748
226;5788
226;4264
226;3652
226;1182
226;1010
226;8748
226;8901
226;7698
226;9041
226;3879
226;4264
226;1875
226;3879
226;4264
226;12250
226;1010
227;4194
227;7027
227;9898
227;5514
228;10388
228;12754
228;11578
228;11058
228;9307
228;8101
228;6074
228;11578
229;10829
229;5520
229;4946
229;8720
230;3879
230;7027
230;8748
230;2214
230;12939
230;1182
230;8748
230;2240
230;11569
230;10514
231;10018
231;1959
231;1975
232;9417
232;1959
232;1959
232;7027
232;10087
232;1182
232;8748
233;8768
233;10709
233;11169
233;5828
233;11058
233;9041
233;11058
234;1393
234;11864
234;9615
234;8748
235;11326
235;11578
235;11578
235;10933
235;14352
235;5828
235;7366
235;11058
235;11578
235;9041
236;7420
236;9292
237;6438
237;5809
237;13672
237;13267
237;11342
237;6146
238;3959
238;9163
238;7548
238;5520
238;4777
238;10346
238;8081
238;9018
238;4264
238;4264
239;8137
239;3360
239;7792
239;7189
239;6074
239;11342
239;3360
240;1747
240;9307
240;4663
240;11578
240;5727
240;11740
240;13583
240;3631
240;13435
241;13473
241;8081
241;4264
241;6074
241;2737
241;5112
241;6146
242;7622
242;4264
242;10353
242;11054
243;3959
243;10263
243;1959
243;6438
243;5112
244;13791
244;10633
245;11578
245;8768
245;19
245;13795
245;5665
245;5665
246;3879
246;445
246;7740
246;5828
246;11578
246;8768
246;19
246;7800
246;11780
246;9307
247;8748
247;9307
247;4482
248;2240
248;5828
248;6741
248;8748
248;5158
248;8824
248;4732
248;13041
249;1089
249;12231
249;11768
249;5828
249;11578
249;9307
249;19
249;11578
249;4663
249;11987
250;1959
250;1875
250;1021
250;8748
250;2214
250;8748
250;11578
250;6546
250;11126
250;12049
251;9041
251;5828
251;4663
251;8748
251;8111
251;4984
251;7578
251;109
252;12445
252;4694
253;8748
253;1875
253;8958
253;7621
253;4197
254;6056
254;11171
254;9187
254;9041
254;5853
254;3048
254;11409
255;7792
255;11171
255;10377
255;8748
255;8748
255;10933
255;6741
255;3180
255;12367
255;4143
255;1875
255;10908
256;7987
256;2822
256;14124
256;7455
256;10215
256;2221
256;12231
257;4194
257;13865
257;1959
257;8748
257;6128
257;2214
257;4456
258;13614
258;6470
258;9292
258;8627
258;4254
258;10341
258;6945
258;4264
258;2410
258;9469
259;1176
259;4557
259;9090
259;3879
259;10921
259;13331
259;2214
259;8974
259;7366
259;1875
259;11623
259;13673
259;4945
259;4194
259;2174
260;7190
260;6470
260;1544
260;3676
260;4557
260;3757
260;5512
260;10933
260;2703
260;12231
261;6056
261;12508
261;1959
261;9015
261;733
262;9432
262;4663
262;11578
262;1959
262;11058
262;8768
262;5136
262;13643
263;3973
263;1754
263;8748
263;11628
263;7027
263;5732
263;7339
264;3401
264;8748
264;1764
264;11864
264;109
264;2703
265;11864
265;7018
265;8748
265;3401
265;109
265;1875
265;10027
265;10102
265;6958
266;12020
266;109
266;8748
267;9041
267;11578
267;300
267;5828
267;9307
267;1021
267;11578
268;11578
268;2971
268;4592
269;6342
269;1959
269;1182
269;9615
269;7584
270;12313
270;1959
270;11931
270;8915
270;7823
270;7455
270;11578
270;1965
270;11328
270;11578
270;1959
270;7823
270;8186
271;12151
271;9615
271;3297
271;11578
271;4663
271;4575
271;7536
271;4663
271;11058
271;5802
271;9545
271;8748
271;14331
271;698
272;2128
272;11578
272;822
272;11058
272;504
272;11578
272;9307
272;1959
272;38
273;8768
273;8748
273;926
273;2673
273;9015
273;8748
273;3427
273;8769
273;8748
274;13145
274;6698
274;10697
274;6937
274;9307
274;8748
274;5624
275;7743
275;10582
275;5122
275;4143
275;4212
275;8748
275;4984
275;109
276;1069
276;11864
276;9615
276;10717
277;11578
277;9307
277;1461
277;8111
277;8302
277;5828
277;4085
277;4264
277;12145
278;11578
278;1461
278;9307
278;5828
278;11578
278;5607
278;3360
278;9476
278;6653
278;12231
279;8336
279;9041
279;5828
279;14108
279;11578
279;1959
279;4663
279;8768
279;7256
280;337
280;9143
280;12231
280;2659
281;12755
281;12231
281;14162
282;2440
282;4520
282;8748
282;8748
282;13162
282;11058
282;14364
283;14445
283;11286
283;11864
283;9615
283;8748
283;8748
283;3907
283;12770
283;12913
284;1720
284;10744
284;9898
284;8748
284;14352
284;12423
284;3352
284;13118
284;9307
284;11388
285;8618
285;4264
286;10667
286;1959
286;14119
286;2915
286;1959
286;8748
287;7476
287;1959
287;8748
288;7387
288;3986
288;7872
288;10377
288;7935
288;10377
288;7027
288;10921
288;9615
289;4740
289;12423
289;9041
289;11864
289;7229
289;1803
289;7876
289;4164
289;1959
290;8201
290;13955
290;14119
290;13673
290;8748
290;3427
290;2325
290;14275
291;6723
291;7613
291;3879
291;7027
291;7052
292;3470
292;7366
292;227
292;13673
292;11864
292;7621
292;243
292;9479
293;2288
293;11672
293;8748
293;11864
293;6074
294;1089
294;6014
294;11578
294;5828
294;9041
294;5828
294;11578
294;11578
294;6074
295;205
295;1182
295;7500
295;7829
295;10027
295;1959
296;4649
296;14185
296;10933
296;3692
296;5978
296;12938
296;13673
296;2204
296;4264
297;14452
297;8748
297;4143
297;11341
297;12845
297;12913
298;6653
298;6625
298;2240
298;3427
298;1417
298;9615
298;10377
298;9733
298;3692
298;4264
299;10880
299;4351
299;767
299;6074
299;4264
299;2452
299;14352
299;13118
299;4183
299;1875
299;4264
300;12567
300;14352
300;4351
300;10744
300;7760
300;8618
300;9898
300;4913
300;4264
300;11428
300;13118
300;11192
301;11998
301;11220
301;5136
301;1959
301;8748
301;9041
301;11058
302;13673
302;13965
303;7455
303;3879
303;8748
303;12231
304;14511
304;10991
304;6074
304;10933
304;1458
305;7872
305;7366
305;13673
305;1959
306;4868
306;6167
307;5759
307;10866
307;10151
307;9204
307;7781
307;8748
308;1671
308;5732
308;8748
308;4264
308;335
308;14255
309;4459
309;7441
309;3541
309;8572
309;3367
309;6637
309;3427
309;13807
309;13387
309;7785
309;3541
309;11902
310;13329
310;11998
310;9387
310;8333
310;8748
310;9307
310;11058
310;968
311;7587
311;7339
311;8748
311;5308
312;8305
312;8283
312;3973
312;8748
312;10933
312;1084
312;11358
312;3128
312;10264
313;10377
313;9489
313;5217
313;1182
313;3725
313;7559
313;4982
314;1875
314;4913
314;8333
314;8748
314;5828
314;5616
314;8333
314;10634
314;10866
314;10760
314;1851
314;6196
315;8305
316;9144
316;12913
316;4264
316;8748
316;8748
316;13792
316;9307
316;6149
316;10520
316;13101
316;9204
316;8748
316;8748
316;9204
316;2864
316;12367
317;14124
317;10933
317;8748
317;7823
317;12000
317;3500
317;4264
317;8748
318;6223
318;10779
318;448
318;8748
318;12301
318;4264
318;10760
318;9946
319;1875
319;1182
319;11806
319;1754
319;8748
319;8748
319;8572
319;4264
319;8333
319;13880
319;6653
319;7512
319;1959
319;3959
319;6156
319;2125
319;10283
319;3322
319;3725
319;9637
319;3725
320;9041
320;4143
320;8748
320;6383
320;4263
321;11058
321;11578
321;9307
321;6074
321;2116
321;7455
321;4330
321;3766
321;9615
321;9276
321;9307
321;14527
322;2147
322;5732
322;1959
322;1875
322;8748
322;8217
322;4143
322;1875
322;1732
322;10148
322;6393
323;6164
323;4982
323;11551
323;7236
323;8748
323;2623
323;5828
323;11551
323;10874
324;12796
324;4584
324;8333
324;6146
325;6642
325;9090
326;6315
326;1231
326;3959
326;7027
326;9421
326;4019
326;4573
327;6056
327;1959
327;7339
328;9113
328;11864
328;3134
328;2288
329;10880
329;9307
329;1182
329;2432
329;3134
329;5732
329;4264
329;8749
329;6653
329;4264
330;2221
330;2316
330;4482
330;12231
330;4557
330;6613
331;2432
331;8291
331;6056
331;12938
331;7041
331;12879
331;1134
331;217
331;12273
331;9118
331;5425
332;9316
332;11864
332;3621
332;8748
332;9041
332;9150
332;109
333;14093
333;3073
333;13747
333;7762
334;2188
334;10377
334;9041
334;1028
335;3017
335;1765
335;8748
335;3427
335;13653
335;109
335;1959
336;4264
336;12726
336;1775
336;8185
337;6156
337;10377
337;12231
337;7027
337;8748
337;5727
337;3614
337;3879
337;1672
337;10701
337;4982
337;7829
338;2214
338;9015
338;1959
339;7207
339;11864
339;11578
339;14107
339;11864
339;9041
340;6056
340;3638
340;8291
340;14352
340;4913
340;1959
340;12225
341;6653
341;2116
341;3879
341;7987
341;4557
341;12231
341;11416
342;4264
342;9615
342;3692
342;217
342;7762
342;11706
343;7027
343;3879
343;10377
343;9615
343;1182
343;3589
343;3879
344;3541
344;5616
344;3692
344;6653
344;8748
345;8333
345;5978
345;525
345;8138
346;11416
346;3068
346;4459
346;2706
346;11189
346;5766
346;8333
346;7823
347;7500
347;13125
347;11326
347;9041
347;8748
348;13673
348;8748
348;11628
348;948
348;12913
349;1986
349;11009
349;8309
349;4264
349;4019
349;11578
350;14445
350;13477
350;13477
350;9041
350;11578
350;9307
350;11749
351;971
351;2987
351;8725
351;5898
351;1917
352;2918
352;1959
352;10811
352;68
352;2699
353;531
353;3734
353;8081
353;9010
354;8107
354;12541
354;5166
354;13672
354;3878
354;6146
354;11746
355;5090
355;2987
355;6699
355;13585
355;179
356;1575
356;166
356;3555
356;11342
356;9201
357;3241
357;2987
357;8020
357;5207
358;12938
358;12754
358;9615
358;1084
359;12768
359;230
359;13267
359;6146
360;319
360;13267
360;1959
360;7189
360;9143
360;2732
361;2987
361;13267
361;10018
361;5756
362;11864
362;9611
362;9041
363;6743
363;9307
363;9615
363;8748
363;7222
363;7621
364;888
364;1182
364;6900
364;1994
364;7792
364;8907
364;9970
364;13644
364;7762
365;3802
365;1772
365;1959
365;11864
365;2831
365;8748
366;3074
366;7455
366;11864
366;11058
366;4454
366;4900
367;8658
367;8748
367;1959
367;965
367;3595
367;2455
367;1959
367;8748
368;10377
368;8748
368;4223
368;3879
368;4982
369;8748
369;1875
369;1182
369;3931
369;575
369;6056
369;4074
369;11058
370;1875
370;1182
370;13495
370;1134
370;3472
370;10527
370;3931
370;10391
370;9970
370;822
370;2776
370;3113
371;531
371;1959
371;4817
371;6074
371;23
372;10591
372;13271
373;12186
373;12938
373;4793
373;11578
373;8768
373;9615
373;6653
373;5665
373;5665
373;381
373;13795
374;2085
374;9307
374;7759
374;3879
374;9611
374;8748
374;14273
375;10377
375;10917
375;3186
375;7455
375;1687
375;13135
375;7872
375;4207
375;5934
375;8748
375;6900
375;10377
375;3013
375;14385
376;4982
376;5727
376;11905
376;10377
376;10377
377;2047
377;10377
377;7027
377;10377
377;11578
377;8748
377;8748
377;10917
377;6269
377;14240
377;11491
378;1473
378;4043
378;3174
378;5347
378;5920
378;8436
378;4264
378;8748
378;11578
379;6900
379;3918
379;11864
379;1182
379;10377
379;14550
379;5828
380;5828
380;12581
380;9307
381;3982
381;2987
381;23
381;1917
381;6074
381;6074
382;3725
382;11557
382;6900
382;11578
382;10917
382;6900
382;8748
383;5934
383;7872
383;12821
383;6900
383;4207
383;5687
384;10880
384;10377
384;3879
384;5727
384;1182
384;3013
384;8748
384;9307
384;6499
384;3879
384;6235
384;10377
384;7027
384;11578
384;4872
384;4982
385;7027
385;12938
385;9041
385;6343
386;8436
386;2183
386;8291
386;598
386;204
386;4264
387;13260
387;11197
387;6930
387;8205
387;2831
387;12231
387;11578
388;12415
389;9041
389;7366
389;10730
389;3973
389;8291
389;11864
389;5101
389;7793
389;1021
389;937
389;13006
389;9041
390;9041
390;5828
390;14108
390;13485
390;14191
390;5513
390;1815
390;8748
390;12678
390;9041
390;4982
390;11864
390;11058
390;4663
390;13485
390;7016
390;109
390;3595
390;9307
391;310
391;8748
391;6849
391;6056
391;12598
391;7889
391;11058
392;7441
392;1875
392;12074
392;4264
392;6074
392;6074
392;13495
392;8748
392;6653
392;7441
392;8748
392;13495
392;4982
392;9923
392;8748
392;2716
392;1028
